# 생성기: scripts/gen_bronze_exposure_audit.py | 러너: scripts/run_bronze_audit_host.py | 감사일: 2026-09-03
# 자동 생성물 — 생성기 scripts/gen_bronze_exposure_audit.py(+러너 scripts/run_bronze_audit_host.py) 재실행으로 갱신. 직접 편집 금지.

원천시스템,BRONZE_테이블,BRONZE_컬럼,데이터타입,판정,신뢰도,비고
BIGQUERY,events_20240621,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240621,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240621,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240622,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240622,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240622,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240622,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240622,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240622,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240622,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240623,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240623,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240623,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240623,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240623,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240623,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240623,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240624,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240624,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240624,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240624,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240624,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240624,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240624,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240625,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240625,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240625,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240625,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240625,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240625,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240625,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240626,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240626,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240626,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240626,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240626,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240626,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240626,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240627,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240627,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240627,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240627,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240627,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240627,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240627,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240628,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240628,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240628,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240628,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240628,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240628,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240628,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240629,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240629,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240629,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,traffic_source,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_SOURCE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240629,stream_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,platform,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240629,event_dimensions,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,ecommerce,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,items,VARIANT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240629,collected_traffic_source,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240629,is_active_user,BOOLEAN,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,event_date,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,event_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,event_name,TEXT,노출됨(GOLD),높음,개명 적재 → GOLD `GA_EVENT_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240630,event_params,VARIANT,SILVER까지만,중간(SQL참조),SILVER SQL 토큰 참조
BIGQUERY,events_20240630,event_previous_timestamp,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240630,event_value_in_usd,FLOAT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,event_bundle_sequence_id,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,event_server_timestamp_offset,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240630,user_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,user_pseudo_id,TEXT,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,privacy_info,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240630,user_properties,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240630,user_first_touch_timestamp,NUMBER,SILVER까지만,높음,GOLD 미승격
BIGQUERY,events_20240630,user_ltv,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240630,device,VARIANT,노출됨(GOLD),높음,개명 적재 → GOLD `DEVICE_SK` (FACT_GA_BEHAVIOR.sql)
BIGQUERY,events_20240630,geo,VARIANT,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
BIGQUERY,events_20240630,app_info,NUMBER,미노출(검토대상),낮음(이름기반·P13),개명·VARIANT param 승격 가능성 — 확정 아님
