테이블명,테이블 한글명,GRAIN,테이블유형,컬럼명,컬럼 한글명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
AGENCY_AD_ROW_DGT,디지털광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
AGENCY_AD_ROW_DGT,디지털광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
AGENCY_AD_ROW_DGT,디지털광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
AGENCY_AD_ROW_DGT,디지털광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
AGENCY_AD_ROW_DGT,디지털광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_PERF_DK,광고성과 불변키,VARCHAR,N,PK,,행 식별자 — 본 테이블이 발급 단일지점,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_SOURCE_TYPE,광고 원천유형,VARCHAR,N,,,광고유형 상수 REBROADCAST,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,ROW_HASH,원천 전컬럼 해시,VARCHAR,Y,,,원천 전컬럼 해시,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DUP_SEQ,전컬럼 중복 그룹 내 순번(실측 중복 0),"NUMBER(9,0)",Y,,,전컬럼 중복 그룹 내 순번(실측 중복 0).,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,RE_BRDC_TY_NM,재방송유형명,VARCHAR,Y,,,[원천보존] 재방송유형명,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DIV_NM,구분명,VARCHAR,Y,,,[원천보존] 구분명,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,YEAR,연도 텍스트,VARCHAR,Y,,,[원천보존] 연도 텍스트,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BRDC_MT,방송월 텍스트,VARCHAR,Y,,,[원천보존] 방송월 텍스트,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CHNNL_CMPNY,채널사,VARCHAR,Y,,,[원천보존] 채널사,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BRDC_NM,방송명,VARCHAR,Y,,,[원천보존] 방송명,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BRDC_DIV_NM,방송구분,VARCHAR,Y,,,[원천보존] 방송구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DATE,실적일/송출일,DATE,Y,,,[원천보존] 실적일/송출일,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DOW,요일 텍스트,VARCHAR,Y,,,[원천보존] 요일 텍스트,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BRDC_TIME,방송시각,VARCHAR,Y,,,[원천보존] 방송시각,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,INBOUND_CALL_CNT,인입콜수(TEXT),VARCHAR,Y,,,[원천보존] 인입콜수(TEXT),
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DVLP_MBER_CNT,개발회원수,FLOAT,Y,,,[원천보존] 개발회원수,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DVLP_CNT,개발건수,FLOAT,Y,,,[원천보존] 개발건수,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BRDC_SCHDL_COST,편성비용,FLOAT,Y,,,[원천보존] 편성비용,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,WEEK,주차 텍스트,VARCHAR,Y,,,[원천보존] 주차 텍스트,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_CNT,광고횟수,FLOAT,Y,,,[원천보존] 광고횟수,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,TIME_RNG_DIV_NM,시간대구분명,VARCHAR,Y,,,[원천보존] 시간대구분명,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CELEB_NM,출연자명 (PII 판정 대기 O14),VARCHAR,Y,,,출연자명 (PII 판정 대기 O14).,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DMST_OVSEA_DIV_NM,국내/해외 구분,VARCHAR,Y,,,[원천보존] 국내/해외 구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE1_BSNS_DIV_NM,사례1 사업구분,VARCHAR,Y,,,[원천보존] 사례1 사업구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE1_FAM_TY_NM,사례1 가족유형,VARCHAR,Y,,,[원천보존] 사례1 가족유형,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE1_APPEAL_POINT_NM,사례1 어필포인트,VARCHAR,Y,,,[원천보존] 사례1 어필포인트,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE1_CHILD_NM,사례1 아동명 (PII 미적재),VARCHAR,Y,,,[원천보존] 사례1 아동명 (PII 미적재),
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE1_CASE_DIV_NM,사례1 사례구분,VARCHAR,Y,,,[원천보존] 사례1 사례구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE2_BSNS_DIV_NM,사례2 사업구분,VARCHAR,Y,,,[원천보존] 사례2 사업구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE2_FAM_TY_NM,사례2 가족유형,VARCHAR,Y,,,[원천보존] 사례2 가족유형,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE2_APPEAL_POINT_NM,사례2 어필포인트,VARCHAR,Y,,,[원천보존] 사례2 어필포인트,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE2_CHILD_NM,사례2 아동명 (PII 미적재),VARCHAR,Y,,,[원천보존] 사례2 아동명 (PII 미적재),
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE2_CASE_DIV_NM,사례2 사례구분,VARCHAR,Y,,,[원천보존] 사례2 사례구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE3_BSNS_DIV_NM,사례3 사업구분,VARCHAR,Y,,,[원천보존] 사례3 사업구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE3_FAM_TY_NM,사례3 가족유형,VARCHAR,Y,,,[원천보존] 사례3 가족유형,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE3_APPEAL_POINT_NM,사례3 어필포인트,VARCHAR,Y,,,[원천보존] 사례3 어필포인트,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE3_CHILD_NM,사례3 아동명 (PII 미적재),VARCHAR,Y,,,[원천보존] 사례3 아동명 (PII 미적재),
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CASE3_CASE_DIV_NM,사례3 사례구분,VARCHAR,Y,,,[원천보존] 사례3 사례구분,
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
AGENCY_AD_ROW_REBRDC,재방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_PERF_DK,광고성과 불변키,VARCHAR,N,PK,,행 식별자 — 본 테이블이 발급 단일지점,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_SOURCE_TYPE,광고 원천유형,VARCHAR,N,,,광고유형 상수 VIDEO,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,ROW_HASH,원천 전컬럼 해시,VARCHAR,Y,,,원천 전컬럼 해시,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DUP_SEQ,전컬럼 중복 그룹 내 순번(최대 3중복),"NUMBER(9,0)",Y,,,전컬럼 중복 그룹 내 순번(최대 3중복),
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CHNNL_NM,채널명,VARCHAR,Y,,,[원천보존] 채널명,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DOW,요일 텍스트,VARCHAR,Y,,,[원천보존] 요일 텍스트,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BRDC_DATE,송출일,DATE,Y,,,[원천보존] 송출일,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,TIME_RNG,시간대,VARCHAR,Y,,,[원천보존] 시간대,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DAY_DIV_NM,요일구분(평일/주말),VARCHAR,Y,,,[원천보존] 요일구분(평일/주말),
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,PRG_STRT_TIME,프로그램 시작시간,VARCHAR,Y,,,[원천보존] 프로그램 시작시간,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,SCHDL_NM,편성명,VARCHAR,Y,,,[원천보존] 편성명,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CM,CM 구분,VARCHAR,Y,,,[원천보존] CM 구분,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CM_AREA,CM위치,VARCHAR,Y,,,[원천보존] CM위치,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_STRT_TIME,광고시작시간,VARCHAR,Y,,,[원천보존] 광고시작시간,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_END_TIME,광고종료시간,VARCHAR,Y,,,[원천보존] 광고종료시간,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,SPOT_TY,SPOT유형,VARCHAR,Y,,,[원천보존] SPOT유형,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_VIEW_RT,광고시청률 (비가산),FLOAT,Y,,,[원천보존] 광고시청률 (비가산),
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_CNT,광고횟수,"NUMBER(38,0)",Y,,,[원천보존] 광고횟수,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,AD_SEC,광고 초수(TEXT),VARCHAR,Y,,,[원천보존] 광고 초수(TEXT),
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,ACTL_PUR_AD_COST_KRW,실집행 광고비(원),"NUMBER(38,0)",Y,,,[원천보존] 실집행 광고비(원),
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,INBOUND_CALL_CNT,인입콜수,"NUMBER(38,0)",Y,,,[원천보존] 인입콜수,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CPC,"대행사 산정 CPC(TEXT, 비가산)",VARCHAR,Y,,,"[원천보존] 대행사 산정 CPC(TEXT, 비가산)",
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,UPPER_CMPGN_NM,상위 캠페인명,VARCHAR,Y,,,[원천보존] 상위 캠페인명,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,MATR_NM,소재명,VARCHAR,Y,,,[원천보존] 소재명,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CMPGN_TY_NM,캠페인 유형명,VARCHAR,Y,,,[원천보존] 캠페인유형명,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DUR_PD_MATR_CHN,기간/소재 채널,VARCHAR,Y,,,[원천보존] 기간/소재 채널,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CHNNL_CMPNY_TY_NM,채널사유형,VARCHAR,Y,,,[원천보존] 채널사유형,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,WEEK,주차 텍스트,VARCHAR,Y,,,[원천보존] 주차 텍스트,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CONV_CALL_CNT,전환콜,FLOAT,Y,,,[원천보존] 전환콜,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BRDC_MT,방송월 텍스트,VARCHAR,Y,,,[원천보존] 방송월 텍스트,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,YEAR,연도 텍스트,VARCHAR,Y,,,[원천보존] 연도 텍스트,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,CTV_DIV_NM,CTV구분,VARCHAR,Y,,,[원천보존] CTV구분,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,MKT_CMPGN_NM,마케팅 캠페인명,VARCHAR,Y,,,[원천보존] 마케팅 캠페인명,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,SPNSR_BSNS_NM,후원사업명,VARCHAR,Y,,,[원천보존] 후원사업명,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DMST_OVSEA_DIV_NM,국내/해외 구분,VARCHAR,Y,,,[원천보존] 국내/해외 구분,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,BSNS_CASE_DIV_NM,사업/사례 구분,VARCHAR,Y,,,[원천보존] 사업/사례 구분,
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_SOURCE_TABLE,원천 테이블 식별,VARCHAR,Y,,,원천 테이블 식별 (공통감사),공통감사
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_LOAD_TS,최초 적재 시각,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),공통감사
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_UPDATE_TS,최종 갱신 시각,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),공통감사
AGENCY_AD_ROW_VIDEO,방송광고 원천 무손실 staging,1행 (원천 staging row),광고,DW_BATCH_ID,적재 배치 식별자,VARCHAR,Y,,,적재 배치 식별자 = dbt invocation_id (공통감사),공통감사
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,USER_PSEUDO_ID,세션 스파인,VARCHAR,N,PK,,세션 스파인 (PK),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_TIMESTAMP,UTC microsec,"NUMBER(38,0)",N,PK,,UTC microsec (PK),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_NAME,행사명/이벤트명,VARCHAR,N,PK,,이벤트명 (PK),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_SEQ,이벤트 순번,"NUMBER(38,0)",N,PK,,EVENT_SEQ.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_DATE,원본 YYYYMMDD,VARCHAR,Y,,,원본 YYYYMMDD,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_DT,업무일자 DATE,DATE,N,,,업무일자 DATE.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_TS,파생 TIMESTAMP,TIMESTAMP_NTZ,Y,,,파생 TIMESTAMP,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,USER_ID,GA4 user_id 원본(불변 보존),VARCHAR,Y,,,GA4 user_id 원본(불변 보존). USER_ID 사용.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,ID_SCHEME,식별자 체계,VARCHAR,Y,,,ID_SCHEME.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GA_SESSION_ID,GA 세션ID(EP_GA_SESSION_ID TRY_CAST),"NUMBER(38,0)",Y,,,GA 세션ID(EP_GA_SESSION_ID TRY_CAST).,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GA_SESSION_NUMBER,GA 세션 번호,"NUMBER(38,0)",Y,,,GA_SESSION_NUMBER.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GA_SESSION_KEY,"파생 세션 자연키 = user_pseudo_id ∥ """,VARCHAR,Y,,,"파생 세션 자연키 = user_pseudo_id ∥ "".",
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,SESSION_ENGAGED,세션 engaged 여부(EP_SESSION_ENGAGED),VARCHAR,Y,,,세션 engaged 여부(EP_SESSION_ENGAGED).,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,ENGAGEMENT_TIME_MSEC,참여 시간(밀리초),"NUMBER(38,0)",Y,,,ENGAGEMENT_TIME_MSEC.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PAGE_LOCATION,페이지 URL(EP_PAGE_LOCATION),VARCHAR,Y,,,페이지 URL(EP_PAGE_LOCATION),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PAGE_TITLE,페이지 제목(EP_PAGE_TITLE),VARCHAR,Y,,,페이지 제목(EP_PAGE_TITLE),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PAGE_REFERRER,리퍼러 URL(EP_PAGE_REFERRER),VARCHAR,Y,,,리퍼러 URL(EP_PAGE_REFERRER),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_CATEGORY,이벤트 카테고리,VARCHAR,Y,,,EVENT_CATEGORY.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_ACTION,"이벤트 액션(EP_EVENT_ACTION, 센티넬 NULLIF)",VARCHAR,Y,,,"이벤트 액션(EP_EVENT_ACTION, 센티넬 NULLIF).",
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,EVENT_LABEL,"이벤트 라벨(EP_EVENT_LABEL, 센티넬 NULLIF)",VARCHAR,Y,,,"이벤트 라벨(EP_EVENT_LABEL, 센티넬 NULLIF).",
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PERCENT_SCROLLED,스크롤 비율,"NUMBER(38,0)",Y,,,PERCENT_SCROLLED.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,LINK_URL,클릭 링크 URL(EP_LINK_URL),VARCHAR,Y,,,클릭 링크 URL(EP_LINK_URL),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,LINK_TEXT,클릭 링크 텍스트(EP_LINK_TEXT),VARCHAR,Y,,,클릭 링크 텍스트(EP_LINK_TEXT),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DEVICE_TYPE,기기 유형,VARCHAR,Y,,,DEVICE_TYPE.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DEVICE_CATEGORY,디바이스 카테고리(원본),VARCHAR,Y,,,디바이스 카테고리(원본),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,OS,운영체제(DEVICE_OPERATING_SYSTEM),VARCHAR,Y,,,운영체제(DEVICE_OPERATING_SYSTEM),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,BROWSER,브라우저(DEVICE_WEB_INFO_BROWSER),VARCHAR,Y,,,브라우저(DEVICE_WEB_INFO_BROWSER),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,LANGUAGE,언어(DEVICE_LANGUAGE),VARCHAR,Y,,,언어(DEVICE_LANGUAGE),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,PLATFORM,플랫폼(원본),VARCHAR,Y,,,플랫폼(원본),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,IS_ACTIVE_USER,활성 사용자 여부(원본),BOOLEAN,Y,,,활성 사용자 여부(원본),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GEO_COUNTRY,국가(원본),VARCHAR,Y,,,국가(원본),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GEO_CITY,도시(원본),VARCHAR,Y,,,도시(원본),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_SOURCE,UTM 소스,VARCHAR,Y,,,UTM_SOURCE.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_MEDIUM,UTM 매체,VARCHAR,Y,,,UTM_MEDIUM.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_CAMPAIGN,UTM 캠페인,VARCHAR,Y,,,UTM_CAMPAIGN.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_CONTENT,UTM 콘텐츠,VARCHAR,Y,,,UTM content(STSLC_MC_CONTENT),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,UTM_TERM,UTM 검색어,VARCHAR,Y,,,UTM term(STSLC_MC_TERM),
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,SOURCE_MEDIUM,SOURCE_MEDIUM,VARCHAR,Y,,,SOURCE_MEDIUM.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,XCHAN_SOURCE,크로스채널 소스,VARCHAR,Y,,,XCHAN_SOURCE.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,XCHAN_MEDIUM,크로스채널 매체,VARCHAR,Y,,,XCHAN_MEDIUM.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,XCHAN_CAMPAIGN,크로스채널 캠페인,VARCHAR,Y,,,XCHAN_CAMPAIGN.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DEFAULT_CHANNEL_GROUP,DEFAULT_CHANNEL_GROUP,VARCHAR,Y,,,DEFAULT_CHANNEL_GROUP.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GAC_AD_GROUP_ID,GAC_AD_GROUP_ID,VARCHAR,Y,,,GAC_AD_GROUP_ID.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GAC_AD_GROUP_NAME,GAC_AD_GROUP_NAME,VARCHAR,Y,,,GAC_AD_GROUP_NAME.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,GAC_CAMPAIGN_NAME,GAC_CAMPAIGN_NAME,VARCHAR,Y,,,GAC_CAMPAIGN_NAME.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,BATCH_ORDERING_ID,BATCH_ORDERING_ID,"NUMBER(38,0)",Y,,,BATCH_ORDERING_ID.,
BIGQUERY_BASIC,GA4 기반 테이블,EVENT_DT × EVENT_SEQ (1이벤트),GA4,DW_SOURCE_SYSTEM,원천 시스템 식별,VARCHAR,N,,,원천 시스템 식별 (공통감사),공통감사
