테이블명,GRAIN,테이블유형,컬럼명,타입,NULLABLE,키,FK_타깃,설명,주의_제약(DDL)
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,YEAR_END_ACTIVE_CNT,"NUMBER(18,4)",Y,,,연도말 활동회원(건) (#50),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,MONTH_END_ACTIVE_CNT,"NUMBER(18,4)",Y,,,월말활동회원(건) (#52),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,PREV_MONTH_END_ACTIVE_CNT,"NUMBER(18,4)",Y,,,전월말 활동회원(건) (#53),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,CAMPAIGN_UNPAID_CNT,"NUMBER(18,4)",Y,,,캠페인별 미납(건) (#83),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,STATUS_UNPAID_CNT,"NUMBER(18,4)",Y,,,회원상태별 미납(건) (#84),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,REGULAR_FEE,"NUMBER(18,2)",Y,,,정기회비(원) (#66),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,REGULAR_ONETIME_FEE,"NUMBER(18,2)",Y,,,정기회원 일시회비(원) (#67),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,ONETIME_ONETIME_FEE,"NUMBER(18,2)",Y,,,일시회원 일시회비(원) (#68),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,PAID_FEE,"NUMBER(18,2)",Y,,,납입회비(원) (#69·70 단일화),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,BILLED_AMT,"NUMBER(18,2)",Y,,,청구(원) (#71),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,INBOUND_CALL_CNT,"NUMBER(38,0)",Y,,,인바운드콜수 (overview),비-CRM[C-8]: CRM에 없음·현업 별도 입력 → 외부원천 적재대기
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,TS_CALL_CNT,"NUMBER(38,0)",Y,,,TS콜수 (overview),비-CRM[C-8]: CRM에 없음·현업 별도 입력 → 외부원천 적재대기
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,DEV_TYPE,VARCHAR,Y,degen,,개발구분(#121),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,NEW_FLAG,BOOLEAN,Y,degen,,신규(#32),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,INCREASE_FLAG,BOOLEAN,Y,degen,,증액(#33),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,REDONATE_FLAG,BOOLEAN,Y,degen,,재후원(#34),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,JOIN_DATE,DATE,Y,degen,,캠페인 가입일(#27),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,STOP_DATE,DATE,Y,degen,,가입캠페인 중단일(#26),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,AMOUNT_BAND1,VARCHAR,Y,snapshot,,후원금액대1 5만(#72),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,AMOUNT_BAND2,VARCHAR,Y,snapshot,,후원금액대2 1만(#73),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,PERIOD_BAND1,VARCHAR,Y,snapshot,,후원기간대1 5년(#74),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,PERIOD_BAND2,VARCHAR,Y,snapshot,,후원기간대2 1년(#75),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,SPONSOR_MONTHS,"NUMBER(9,2)",Y,snapshot,,후원기간(개월) (#127),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,SPONSOR_YEARS,"NUMBER(9,2)",Y,snapshot,,후원기간(년) (#128),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,PAID_MONTHS,"NUMBER(9,0)",Y,snapshot,,납입개월수 (#129),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,NEW_EXISTING_FLAG,VARCHAR,Y,snapshot,,"신규/기존(시점귀속, #113) — 04§5 reconcile. 신규/기존 활동·중단·미납율(#56·57·77·78)",⚠️ '신규' 정의 미확정(04§6-B) — 합의 전 draft
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,UNPAID_FLAG_BOM,BOOLEAN,Y,snapshot,,월초 미납회원 여부(=전월말 상태) — 04§5 reconcile (#80),미납회원 판정원천 미확정: PAY_STAT_CD(C-3 납입기준) vs MM010 회원상태(신규/장기미납) — 확인필요
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,UNPAID_FLAG_EOM,BOOLEAN,Y,snapshot,,월말 미납회원 여부 — 04§5 reconcile (#80),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별(CRM/GA4/ERP/AGENCY/GADS/ADMIN) (공통감사),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),
FACT_MEMBER_MONTHLY,MONTH_KEY × MEMBER_DK,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 (공통감사),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,DATE_SK,"NUMBER(8,0)",N,"GRAIN, FK→DIM_DATE",DIM_DATE(DATE_SK),사건일,
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,MEMBER_DK,VARCHAR(10),N,"GRAIN, FK→DIM_MEMBER",DIM_MEMBER(MEMBER_DK) ※비강제(SCD2/비유일),"상태전이 대상 회원 (불변키, FK→DIM_MEMBER)",SCD2 다중버전 — 현재행(IS_CURRENT) 경유 조인(중복 주의); [실측06-30]VARCHAR(10)
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,EVENT_TYPE,VARCHAR,N,GRAIN,,상태전이 유형(개발/중단/증액/미납중단),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,CAMPAIGN_SK,"NUMBER(38,0)",Y,FK→DIM_CAMPAIGN,DIM_CAMPAIGN(CAMPAIGN_SK),캠페인 (FK→DIM_CAMPAIGN),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,SPONSORSHIP_SK,"NUMBER(38,0)",Y,FK→DIM_SPONSORSHIP,DIM_SPONSORSHIP(SPONSORSHIP_SK),후원사업 (FK→DIM_SPONSORSHIP),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,ORG_SK,"NUMBER(38,0)",Y,FK→DIM_ORG,DIM_ORG(ORG_SK),조직 (FK→DIM_ORG),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,REASON_SK,"NUMBER(38,0)",Y,FK→DIM_REASON,DIM_REASON(REASON_SK),중단/미납 사유 (FK→DIM_REASON),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,DEV_CNT,"NUMBER(18,4)",Y,,,개발(건) (#149),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,DEV_MEMBERS,"NUMBER(38,0)",Y,,,개발(명) (#148),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,STOP_CNT,"NUMBER(18,4)",Y,,,중단(건) (#35),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,STOP_MEMBERS,"NUMBER(38,0)",Y,,,중단(명),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,UNPAID_STOP_CNT,"NUMBER(18,4)",Y,,,미납중단(건),"⚠️ 정본 §3 '(건·명)' — 미납중단 명(UNPAID_STOP_MEMBERS) 대칭 추가 필요(현재 건만, 임의신설 보류)"
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,UNPAID_STOP_MEMBERS,"NUMBER(38,0)",Y,,,미납중단(명) — 05 2-2 원천 확인(정본 §3 '건·명'),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,JOIN_DATE,DATE,Y,degen,,가입일,
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,STOP_DATE,DATE,Y,degen,,중단일,
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,STOP_REASON,VARCHAR,Y,degen,,중단사유,
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,STOP_CHANNEL,VARCHAR,Y,degen,,중단채널,
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,NEW_EXISTING_FLAG,VARCHAR,Y,degen,,신규기존,
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별(CRM/GA4/ERP/AGENCY/GADS/ADMIN) (공통감사),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),
FACT_MEMBER_EVENT,DATE_SK × MEMBER_DK × EVENT_TYPE,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 (공통감사),
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,MONTH_KEY,"NUMBER(6,0)",N,"GRAIN, FK→DIM_DATE",DIM_DATE(MONTH_KEY) ※비강제(월conform/비유일),"목표월 YYYYMM (FK→DIM_DATE, 월 conform)","타입(6,0)≠DATE_SK(8,0) — DIM_DATE 월초행/월 conform 뷰 경유 조인"
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,ORG_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_ORG",DIM_ORG(ORG_SK),조직 (FK→DIM_ORG),
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,DEV_TYPE,VARCHAR,N,GRAIN,,개발구분(#121 conform),
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,GOAL_CNT,"NUMBER(18,4)",Y,,,회원개발목표 (CRM TM_CM_MBER_DVLP_GOAL),
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별(CRM/GA4/ERP/AGENCY/GADS/ADMIN) (공통감사),
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),
FACT_TARGET_DEV,MONTH_KEY × ORG × DEV_TYPE,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 (공통감사),
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,MONTH_KEY,"NUMBER(6,0)",N,"GRAIN, FK→DIM_DATE",DIM_DATE(MONTH_KEY) ※비강제(월conform/비유일),"목표월 YYYYMM (FK→DIM_DATE, 월 conform)","타입(6,0)≠DATE_SK(8,0) — DIM_DATE 월초행/월 conform 뷰 경유 조인"
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,ORG_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_ORG",DIM_ORG(ORG_SK),조직 (FK→DIM_ORG),
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,SPONSORSHIP_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_SPONSORSHIP",DIM_SPONSORSHIP(SPONSORSHIP_SK),후원사업 (FK→DIM_SPONSORSHIP),
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,CAMPAIGN_SK,"NUMBER(38,0)",Y,FK→DIM_CAMPAIGN,DIM_CAMPAIGN(CAMPAIGN_SK),캠페인 (FK→DIM_CAMPAIGN),선택 grain(옵션 차원)
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,ANNUAL_GOAL_CNT,"NUMBER(18,4)",Y,,,연사업목표(건) (#152),⚠️ ERP 미수령 — 적재는 SILVER 이후(P9)
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,SUPP_GOAL_CNT,"NUMBER(18,4)",Y,,,추경목표(건) (#153),⚠️ ERP 미수령 — 적재는 SILVER 이후(P9)
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,ANNUAL_CUM_GOAL_CNT,"NUMBER(18,4)",Y,,,연사업누계목표(건) (#154),⚠️ ERP 미수령 — 적재는 SILVER 이후(P9)
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,SUPP_CUM_GOAL_CNT,"NUMBER(18,4)",Y,,,추경누계목표(건) (#155),⚠️ ERP 미수령 — 적재는 SILVER 이후(P9)
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별(CRM/GA4/ERP/AGENCY/GADS/ADMIN) (공통감사),
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),
FACT_TARGET_BIZ,MONTH_KEY × ORG × SPONSORSHIP [×CAMPAIGN]  ⚠️ERP 미수령·적재예약,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 (공통감사),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,DATE_SK,"NUMBER(8,0)",N,"GRAIN, FK→DIM_DATE",DIM_DATE(DATE_SK),발송일,
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,MEMBER_DK,VARCHAR(10),N,"GRAIN, FK→DIM_MEMBER",DIM_MEMBER(MEMBER_DK) ※비강제(SCD2/비유일),"발송 대상 회원 (불변키, FK→DIM_MEMBER)",SCD2 다중버전 — 현재행(IS_CURRENT) 경유 조인(중복 주의); [실측06-30]VARCHAR(10)
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SERVICE_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_SERVICE",DIM_SERVICE(SERVICE_SK),발송 서비스 유형 (FK→DIM_SERVICE),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,CAMPAIGN_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_CAMPAIGN",DIM_CAMPAIGN(CAMPAIGN_SK),캠페인 (FK→DIM_CAMPAIGN),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SEND_MEMBERS,"NUMBER(38,0)",Y,,,발송수(명) (#85),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SUCCESS_MEMBERS,"NUMBER(38,0)",Y,,,성공수(명) (#86),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,FAIL_MEMBERS,"NUMBER(38,0)",Y,,,실패수(명) (#87),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,OPEN_MEMBERS,"NUMBER(38,0)",Y,,,오픈(명) (overview),⚠️[C-9] CRM 값 아님 → 현업 확인 필요(미결)
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,LETTER_PART_MEMBERS,"NUMBER(38,0)",Y,,,서신참여(명) (#88),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,LETTER_PART_CNT,"NUMBER(18,4)",Y,,,서신참여(건) (#89),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,GIFT_PART_MEMBERS,"NUMBER(38,0)",Y,,,선물금참여(명) (#90),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,GIFT_PART_AMT,"NUMBER(18,2)",Y,,,선물금참여(원) (#91),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_LETTER_PART_MEMBERS,"NUMBER(38,0)",Y,,,+5일차 서신참여(명) (#139),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_LETTER_PART_CNT,"NUMBER(18,4)",Y,,,+5일차 서신참여(건) (#140),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_GIFT_PART_MEMBERS,"NUMBER(38,0)",Y,,,+5일차 선물금참여(명) (#141),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_GIFT_PART_CNT,"NUMBER(18,4)",Y,,,+5일차 선물금참여(건) (#142),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_INCREASE_PART_MEMBERS,"NUMBER(38,0)",Y,,,+5일차 증액참여(명) (#143),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_INCREASE_PART_CNT,"NUMBER(18,4)",Y,,,+5일차 증액참여(건) (#144),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_STOP_MEMBERS,"NUMBER(38,0)",Y,,,+5일차 중단(명) (#145),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,D5_STOP_CNT,"NUMBER(18,4)",Y,,,+5일차 중단(건) (#146),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SERVICE_MEMBERS,"NUMBER(38,0)",Y,,,서비스(명) (#160),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SERVICE_CNT,"NUMBER(18,4)",Y,,,서비스(건) (#161),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SEND_TITLE,VARCHAR,Y,degen,,제목(#136),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SEND_STATUS,VARCHAR,Y,degen,,발송상태(#138),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SEND_STATUS2,VARCHAR,Y,degen,,발송상태2(05 3-1; SEND_STATUS=발송상태1),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,SEND_TYPE,VARCHAR,Y,degen,,발송유형,
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,MAIL_RECEIVE_FLAG,BOOLEAN,Y,degen,,메일수신여부,
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,MEMBER_STOP_FLAG,BOOLEAN,Y,degen,,결연회원 중단여부,
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,DW_SOURCE_SYSTEM,VARCHAR,N,,,원천 시스템 식별(CRM/GA4/ERP/AGENCY/GADS/ADMIN) (공통감사),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,DW_LOAD_TS,TIMESTAMP_NTZ,N,,,최초 적재 시각 (공통감사),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,DW_UPDATE_TS,TIMESTAMP_NTZ,Y,,,최종 갱신 시각 (공통감사),
FACT_SERVICE_EVENT,DATE_SK × MEMBER_DK × SERVICE_SK × CAMPAIGN_SK,FACT,DW_BATCH_ID,VARCHAR,Y,,,적재 배치 식별자 (공통감사),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DATE_SK,"NUMBER(8,0)",N,"GRAIN, FK→DIM_DATE",DIM_DATE(DATE_SK),행동 발생일 YYYYMMDD (FK→DIM_DATE),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,IDENTITY_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_MEMBER_IDENTITY",DIM_MEMBER_IDENTITY(IDENTITY_SK),방문자 회원식별 (FK→DIM_MEMBER_IDENTITY),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,GA_EVENT_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_GA_EVENT",DIM_GA_EVENT(GA_EVENT_SK),GA 이벤트 분류 (FK→DIM_GA_EVENT),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,GA_SOURCE_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_GA_SOURCE",DIM_GA_SOURCE(GA_SOURCE_SK),유입 트래픽소스 (FK→DIM_GA_SOURCE),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,DEVICE_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_DEVICE",DIM_DEVICE(DEVICE_SK),접속 디바이스 (FK→DIM_DEVICE),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,CAMPAIGN_SK,"NUMBER(38,0)",N,"GRAIN, FK→DIM_CAMPAIGN",DIM_CAMPAIGN(CAMPAIGN_SK),세션캠페인(#102),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,PAGE_PATH,VARCHAR,N,GRAIN(degen),,페이지경로+쿼리(#105),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,PAGE_LOCATION,VARCHAR,Y,degen,,페이지위치(#106),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,VISITS,"NUMBER(38,0)",Y,A,,방문수(명) (#92),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,EVENT_CNT,"NUMBER(38,0)",Y,A,,이벤트수(명) (#95),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,VIEW_CNT,"NUMBER(38,0)",Y,A,,조회수(명) (#96),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,SESSION_CNT,"NUMBER(38,0)",Y,A,,세션수(명) (#97),
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,ENGAGED_SESSIONS,"NUMBER(38,0)",Y,A,,참여세션수,
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,SCROLL_DEPTH,"NUMBER(9,4)",Y,N,,스크롤깊이 AVG (#107),비가산 — 기간 재합산 금지(GA4 사전집계); ⚠️ 단위 미확정(06_지표용어사전)
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,ACTIVE_USERS,"NUMBER(38,0)",Y,N,,활성사용자수(명) (#93),비가산 — 기간 재합산 금지(GA4 사전집계)
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,TOTAL_USERS,"NUMBER(38,0)",Y,N,,총사용자(명) (#94),비가산 — 기간 재합산 금지(GA4 사전집계)
FACT_GA_BEHAVIOR,DATE_SK × IDENTITY_SK × GA_EVENT_SK × GA_SOURCE_SK × DEVICE_SK × CAMPAIGN_SK × PAGE,FACT,AVG_SESSION_DURATION,"NUMBER(9,4)",Y,N,,평균세션시간 (#98),비가산 — 기간 재합산 금지(GA4 사전집계)
